GO,evidence,isoform
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.194|NIS_0181
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1310|NIS_1251
GO:0016740,ISS,fig|387092.6.peg.1452|NIS_1384
GO:0016740,ISS,fig|387092.6.peg.1474|NIS_1404
,ISS,fig|387092.6.peg.1312|NIS_1253
GO:0016740,ISS,fig|387092.6.peg.1514|NIS_1443
GO:0016757,ISS,fig|387092.6.peg.1517|NIS_1446
GO:0016740,ISS,fig|387092.6.peg.711|NIS_0674
GO:0016021; GO:0016757,ISS,fig|387092.6.peg.1164|NIS_1112
GO:0005975; GO:0016787,ISS,fig|387092.6.peg.983|NIS_0941
GO:0004373; GO:0005978; GO:0009011; GO:0033201,ISS,fig|387092.6.peg.979|NIS_0937
GO:0005975; GO:0008184; GO:0030170; GO:0102250; GO:0102499,ISS,fig|387092.6.peg.987|NIS_0944
GO:0005975; GO:0008184; GO:0030170; GO:0102250; GO:0102499,ISS,fig|387092.6.peg.990|NIS_0947
GO:0006629; GO:0008889,ISS,fig|387092.6.peg.538|NIS_0508
GO:0004367; GO:0005975; GO:0006650; GO:0008654; GO:0009331; GO:0046167; GO:0046168; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.899|NIS_0859
GO:0005737; GO:0019350; GO:0046872; GO:0047348,ISS,fig|387092.6.peg.1316|NIS_1257
GO:0005623; GO:0009055; GO:0015035; GO:0022900; GO:0045454,ISS,fig|387092.6.peg.1586|NIS_1512
GO:0000049; GO:0004818; GO:0005524; GO:0005737; GO:0006424; GO:0008270,ISS,fig|387092.6.peg.1718|NIS_1641
GO:0006782; GO:0008883; GO:0050661; GO:0055114,ISS,fig|387092.6.peg.1068|NIS_1024
GO:0000049; GO:0004818; GO:0005524; GO:0005737; GO:0006424,ISS,fig|387092.6.peg.841|NIS_0801
GO:0004356; GO:0005524; GO:0006542,ISS,fig|387092.6.peg.1593|NIS_1519
GO:0004360; GO:0005737; GO:0005975; GO:0097367; GO:1901137,ISS,fig|387092.6.peg.684|NIS_0647
GO:0006541; GO:0016740; GO:0016787,ISS,fig|387092.6.peg.1445|NIS_1377
GO:0008483,ISS,fig|387092.6.peg.1379|NIS_1315
GO:0004355; GO:0006537; GO:0051536; GO:0055114,ISS,fig|387092.6.peg.1255|NIS_1200
GO:0004355; GO:0006537; GO:0055114,ISS,fig|387092.6.peg.1256|NIS_1201
GO:0008360; GO:0008881; GO:0009252; GO:0071555,ISS,fig|387092.6.peg.1528|NIS_1456
GO:0004042; GO:0004358; GO:0005737; GO:0006526; GO:0103045,ISS,fig|387092.6.peg.331|NIS_0318
GO:0004349; GO:0005524; GO:0005737; GO:0016310; GO:0055129,ISS,fig|387092.6.peg.1288|NIS_1231
GO:0005737; GO:0006782; GO:0008483; GO:0030170; GO:0042286,ISS,fig|387092.6.peg.761|NIS_0721
GO:0016614; GO:0050660; GO:0055114,ISS,fig|387092.6.peg.24|NIS_0022
GO:0004347; GO:0005737; GO:0006094; GO:0006096,ISS,fig|387092.6.peg.988|NIS_0945
GO:0019825; GO:0020037,ISS,fig|387092.6.peg.358|NIS_0346
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1820
GO:0000271; GO:0003979; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.204|NIS_0191
GO:0016491; GO:0047916; GO:0055114,ISS,fig|387092.6.peg.1453|NIS_1385
GO:0008446; GO:0019673; GO:0070401,ISS,fig|387092.6.peg.1454|NIS_1386
GO:0004350; GO:0005737; GO:0050661; GO:0055114; GO:0055129,ISS,fig|387092.6.peg.901|NIS_0861
GO:0008108; GO:0008270; GO:0017103; GO:0033499,ISS,fig|387092.6.peg.981|NIS_0939
,ISS,fig|387092.6.peg.1171|NIS_1119
GO:0016836,ISS,fig|387092.6.peg.877|NIS_0837
GO:0016829,ISS,fig|387092.6.peg.876|NIS_0836
GO:0004222; GO:0005524; GO:0006508,ISS,fig|387092.6.peg.1115|NIS_1070
GO:0004332; GO:0006096; GO:0008270,ISS,fig|387092.6.peg.596|NIS_0562
GO:0004332,ISS,fig|387092.6.peg.969|NIS_0927
GO:0000287; GO:0005737; GO:0006094; GO:0016311; GO:0042132,ISS,fig|387092.6.peg.837|NIS_0796
GO:0006189; GO:0006730; GO:0008864; GO:0016742,ISS,fig|387092.6.peg.769|NIS_0729
GO:0051536; GO:0055114,ISS,fig|387092.6.peg.754|NIS_0714
GO:0016021,ISS,fig|387092.6.peg.756|NIS_0716
GO:0000287; GO:0004644; GO:0005524; GO:0006189; GO:0043815; GO:0050662,ISS,fig|387092.6.peg.139|NIS_0130
GO:0016491; GO:0043546; GO:0046872; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.1626|NIS_1552
GO:0000166; GO:0003919; GO:0008531; GO:0009108; GO:0009165; GO:0009231; GO:0016310,ISS,fig|387092.6.peg.1183|NIS_1131
GO:0005887; GO:0015103; GO:0015698; GO:0034220,ISS,fig|387092.6.peg.1442|NIS_1374
GO:0016491; GO:0050660; GO:0055114,ISS,fig|387092.6.peg.34|NIS_0032
GO:0016829; GO:0051188; GO:0106141,ISS,fig|387092.6.peg.861|NIS_0821
GO:0005524; GO:0005737; GO:0009058; GO:0016887; GO:0030254; GO:0030257; GO:0044780; GO:0046034; GO:1902600,ISS,fig|387092.6.peg.661|NIS_0626
GO:0005198; GO:0005576; GO:0009420; GO:0071973,ISS,fig|387092.6.peg.675|NIS_0640
GO:0005524,ISS,fig|387092.6.peg.449|NIS_0433
GO:0005524,ISS,fig|387092.6.peg.652|NIS_0617
,ISS,fig|387092.6.peg.677|NIS_0641
GO:0005198; GO:0009428; GO:0030288; GO:0071973,ISS,fig|387092.6.peg.648|NIS_0613
GO:0003774; GO:0009431; GO:0016021; GO:0071973,ISS,fig|387092.6.peg.659|NIS_0624
GO:0003774; GO:0006935; GO:0009425; GO:0016020; GO:0071973,ISS,fig|387092.6.peg.643|NIS_0608
GO:0003774; GO:0006935; GO:0009425; GO:0071973,ISS,fig|387092.6.peg.665|NIS_0630
GO:0003774; GO:0009425; GO:0071973,ISS,fig|387092.6.peg.642|NIS_0607
GO:0003774; GO:0006935; GO:0009288; GO:0071973,ISS,fig|387092.6.peg.641|NIS_0606
GO:0016021,ISS,fig|387092.6.peg.1025|NIS_0983
GO:0016021,ISS,fig|387092.6.peg.1026|NIS_0984
GO:0016021,ISS,fig|387092.6.peg.1027|NIS_0985
GO:0003774; GO:0009279; GO:0009427; GO:0071973,ISS,fig|387092.6.peg.647|NIS_0612
GO:0009425; GO:0071973,ISS,fig|387092.6.peg.663|NIS_0628
GO:0003774; GO:0005198; GO:0009425; GO:0071973,ISS,fig|387092.6.peg.658|NIS_0623
GO:0005198; GO:0009424; GO:0071973,ISS,fig|387092.6.peg.681|NIS_0644
GO:0005198; GO:0005576; GO:0009424; GO:0044780; GO:0071973,ISS,fig|387092.6.peg.682|NIS_0645
GO:0005576; GO:0007155; GO:0009421; GO:0009424; GO:0071973,ISS,fig|387092.6.peg.678|NIS_0642
GO:0016021,ISS,fig|387092.6.peg.666|NIS_0631
GO:0005737; GO:0044780,ISS,fig|387092.6.peg.679|NIS_0643
GO:0005886; GO:0006605; GO:0009425; GO:0016021; GO:0044780,ISS,fig|387092.6.peg.669|NIS_0634
GO:0005886; GO:0009306; GO:0009425; GO:0016021; GO:0044780,ISS,fig|387092.6.peg.668|NIS_0633
GO:0005886; GO:0009306; GO:0009425; GO:0016021; GO:0044781,ISS,fig|387092.6.peg.667|NIS_0632
GO:0003924; GO:0005525; GO:0006614; GO:0044781,ISS,fig|387092.6.peg.651|NIS_0616
GO:0005886; GO:0009306; GO:0016021; GO:0044780,ISS,fig|387092.6.peg.670|NIS_0635
GO:0005886; GO:0009306; GO:0016021; GO:0044780,ISS,fig|387092.6.peg.650|NIS_0615
GO:0009426; GO:0071973,ISS,fig|387092.6.peg.645|NIS_0610
GO:0009425; GO:0071973,ISS,fig|387092.6.peg.644|NIS_0609
GO:0030694; GO:0071973,ISS,fig|387092.6.peg.657|NIS_0622
GO:0030694; GO:0071973,ISS,fig|387092.6.peg.656|NIS_0621
GO:0044781,ISS,fig|387092.6.peg.662|NIS_0627
GO:0042597; GO:0044780,ISS,fig|387092.6.peg.646|NIS_0611
GO:0005886; GO:0006935; GO:0009425; GO:0016021; GO:0071973,ISS,fig|387092.6.peg.664|NIS_0629
,ISS,fig|387092.6.peg.660|NIS_0625
GO:0000413; GO:0003755,ISS,fig|387092.6.peg.1269|NIS_1212
GO:0016021,ISS,fig|387092.6.peg.1635|NIS_1561
,ISS,fig|387092.6.peg.1092|NIS_1048
,ISS,fig|387092.6.peg.1583|NIS_1509
,ISS,fig|387092.6.peg.509
,ISS,fig|387092.6.peg.1667|NIS_1591
GO:0016787,ISS,fig|387092.6.peg.1375|NIS_1311
GO:0004222; GO:0006508; GO:0046872,ISS,fig|387092.6.peg.740|NIS_0700
GO:0006508; GO:0008233; GO:0046872,ISS,fig|387092.6.peg.1426|NIS_1357
,ISS,fig|387092.6.peg.410|NIS_0396
,ISS,fig|387092.6.peg.1894|NIS_1810
,ISS,fig|387092.6.peg.549
GO:0016021,ISS,fig|387092.6.peg.416|NIS_0402
GO:0016042; GO:0016787,ISS,fig|387092.6.peg.1799|NIS_1718
,ISS,fig|387092.6.peg.1370|NIS_1306
,ISS,fig|387092.6.peg.1089|NIS_1045
,ISS,fig|387092.6.peg.74|NIS_0069
,ISS,fig|387092.6.peg.1746|NIS_1668
GO:0046914,ISS,fig|387092.6.peg.810|NIS_0770
GO:0005525; GO:0005886; GO:0015093; GO:0016021; GO:0034755; GO:0055072; GO:0072511,ISS,fig|387092.6.peg.101|NIS_0095
GO:0005525; GO:0005886; GO:0015093; GO:0016021; GO:0034755; GO:0055072; GO:0072511,ISS,fig|387092.6.peg.846|NIS_0806
GO:0046914,ISS,fig|387092.6.peg.100|NIS_0094
GO:0046914,ISS,fig|387092.6.peg.845|NIS_0805
GO:0008324; GO:0016021; GO:0098655,ISS,fig|387092.6.peg.1096|NIS_1052
GO:0004325; GO:0005737; GO:0006783; GO:0046872,ISS,fig|387092.6.peg.774|NIS_0734
GO:0003677; GO:0003700; GO:0005737; GO:0006355; GO:0046872,ISS,fig|387092.6.peg.1124|NIS_1078
GO:0015891; GO:0016020; GO:0055085,ISS,fig|387092.6.peg.1493|NIS_1422
GO:0015031; GO:0016021; GO:0055085,ISS,fig|387092.6.peg.1495|NIS_1424
GO:0016021,ISS,fig|387092.6.peg.1869|NIS_1786
GO:0008940; GO:0016021; GO:0055114,ISS,fig|387092.6.peg.1891|NIS_1807
GO:0008940; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.1888|NIS_1804
GO:0020037; GO:0046872; GO:0048307; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.994|NIS_0952
GO:0020037; GO:0046872; GO:0048307; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.1507|NIS_1436
,ISS,fig|387092.6.peg.1899|NIS_1814
GO:0016021; GO:0055114,ISS,fig|387092.6.peg.154|NIS_0144
GO:0016021; GO:0055114,ISS,fig|387092.6.peg.1690|NIS_1613
,ISS,fig|387092.6.peg.408|NIS_0394
,ISS,fig|387092.6.peg.268|NIS_0254
GO:0016491; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.307|NIS_0293
GO:0016491; GO:0055114,ISS,fig|387092.6.peg.773|NIS_0733
GO:0005886; GO:0016740; GO:0017013; GO:0046872,ISS,fig|387092.6.peg.534|NIS_0504
GO:0005524; GO:0016887,ISS,fig|387092.6.peg.1467|NIS_1397
GO:0004309; GO:0008894,ISS,fig|387092.6.peg.422|NIS_0408
,ISS,fig|387092.6.peg.849|NIS_0809
GO:0005737; GO:0006308; GO:0008855; GO:0009318; GO:0090305,ISS,fig|387092.6.peg.1334|NIS_1275
GO:0003676; GO:0005737; GO:0006308; GO:0008855; GO:0009318; GO:0090305,ISS,fig|387092.6.peg.442|NIS_0427
GO:0006281; GO:0008853; GO:0090305,ISS,fig|387092.6.peg.1201|NIS_1148
GO:0003677; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0090305,ISS,fig|387092.6.peg.1412|NIS_1343
GO:0003677; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0009381; GO:0009432; GO:0016887; GO:0090305,ISS,fig|387092.6.peg.342|NIS_0330
GO:0003677; GO:0004518; GO:0005524; GO:0005737; GO:0006289; GO:0009380; GO:0016887; GO:0046872; GO:0090305,ISS,fig|387092.6.peg.1246|NIS_1191
,ISS,fig|387092.6.peg.1295|NIS_1238
GO:0005247; GO:0005886; GO:0016021; GO:1902476,ISS,fig|387092.6.peg.1202|NIS_1149
GO:0005247; GO:0005886; GO:0016021; GO:1902476,ISS,fig|387092.6.peg.1826|NIS_1743
GO:0008033; GO:0008616; GO:0046872; GO:0051539; GO:0052693; GO:0055114,ISS,fig|387092.6.peg.571|NIS_0539
GO:0004318; GO:0006633; GO:0016631; GO:0055114,ISS,fig|387092.6.peg.1563|NIS_1489
GO:0008709; GO:0055114,ISS,fig|387092.6.peg.738|NIS_0698
GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986,ISS,fig|387092.6.peg.1735|NIS_1657
GO:0003677; GO:0006281; GO:0008270; GO:0008833; GO:0090305,ISS,fig|387092.6.peg.300|NIS_0286
GO:0004519; GO:0006284; GO:0090305; GO:0140078,ISS,fig|387092.6.peg.1530|NIS_1458
GO:0003677; GO:0004519; GO:0006284; GO:0016829; GO:0090305,ISS,fig|387092.6.peg.65|NIS_0060
GO:0003677; GO:0004519; GO:0006284; GO:0019104; GO:0046872; GO:0051539; GO:0090305; GO:0140078,ISS,fig|387092.6.peg.593|NIS_0559
GO:0015562; GO:0055085,ISS,fig|387092.6.peg.124|NIS_0115
GO:0005886; GO:0016021; GO:0022857; GO:0055085,ISS,fig|387092.6.peg.1801|NIS_1720
GO:0005524; GO:0016021; GO:0016887; GO:0042626; GO:0055085,ISS,fig|387092.6.peg.776|NIS_0736
GO:0005524; GO:0016021; GO:0016887; GO:0042626; GO:0055085,ISS,fig|387092.6.peg.1154|NIS_1102
,ISS,fig|387092.6.peg.1587|NIS_1513
GO:0005737; GO:0005975; GO:0008270; GO:0008968; GO:0097367; GO:2001061,ISS,fig|387092.6.peg.1518|NIS_1447
GO:0016021; GO:0016740,ISS,fig|387092.6.peg.1489|NIS_1418
GO:0016793,ISS,fig|387092.6.peg.1939|NIS_1853
GO:0003677; GO:0005524; GO:0005886; GO:0007049; GO:0007059; GO:0016021; GO:0051301,ISS,fig|387092.6.peg.866|NIS_0826
GO:0016021,ISS,fig|387092.6.peg.351|NIS_0339
GO:0003677; GO:0003917; GO:0005694; GO:0006265; GO:0046872,ISS,fig|387092.6.peg.1729|NIS_1651
GO:0016853,ISS,fig|387092.6.peg.564|NIS_0532
,ISS,fig|387092.6.peg.1757|NIS_1679
,ISS,fig|387092.6.peg.1758|NIS_1680
GO:0003677; GO:0003678; GO:0003918; GO:0005524; GO:0006265; GO:0006268; GO:0008270,ISS,fig|387092.6.peg.1842|NIS_1759
GO:0005524; GO:0006281; GO:0006310,ISS,fig|387092.6.peg.813|NIS_0773
GO:0000725; GO:0003684; GO:0005524; GO:0008094; GO:0046872,ISS,fig|387092.6.peg.1102|NIS_1057
GO:0003677; GO:0005524; GO:0016787,ISS,fig|387092.6.peg.1753|NIS_1675
GO:0005623; GO:0006879; GO:0008199,ISS,fig|387092.6.peg.1204|NIS_1151
GO:0003677; GO:0003896; GO:0006269; GO:0008270; GO:1990077,ISS,fig|387092.6.peg.225|NIS_0212
GO:0003677; GO:0003887; GO:0006281; GO:0016787; GO:0071897,ISS,fig|387092.6.peg.1348|NIS_1287
GO:0003684; GO:0003887; GO:0006281; GO:0071897,ISS,fig|387092.6.peg.293|NIS_0279
GO:0003887; GO:0005524; GO:0006260; GO:0009360; GO:0071897,ISS,fig|387092.6.peg.1529|NIS_1457
GO:0003887; GO:0071897,ISS,fig|387092.6.peg.1190|NIS_1138
GO:0003677; GO:0003887; GO:0006260; GO:0009360; GO:0071897,ISS,fig|387092.6.peg.1216|NIS_1163
GO:0003677; GO:0003887; GO:0005737; GO:0006260; GO:0008408; GO:0009360; GO:0071897; GO:0090305,ISS,fig|387092.6.peg.2|NIS_0002
GO:0003887; GO:0005737; GO:0006260; GO:0008408; GO:0071897; GO:0090305,ISS,fig|387092.6.peg.715|NIS_0678
GO:0003677; GO:0003887; GO:0006261; GO:0006281; GO:0008408; GO:0071897; GO:0090305,ISS,fig|387092.6.peg.1242|NIS_1188
GO:0016779,ISS,fig|387092.6.peg.1324|NIS_1265
GO:0003677; GO:0003911; GO:0006260; GO:0006266; GO:0006281; GO:0046872,ISS,fig|387092.6.peg.1185|NIS_1133
GO:0003677; GO:0006457; GO:0051082,ISS,fig|387092.6.peg.997|NIS_0955
GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0046872,ISS,fig|387092.6.peg.3|NIS_0003
GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265,ISS,fig|387092.6.peg.518|NIS_0489
GO:0003677; GO:0003899; GO:0006351,ISS,fig|387092.6.peg.799|NIS_0759
GO:0003677; GO:0003899; GO:0006351; GO:0032549,ISS,fig|387092.6.peg.282|NIS_0268
GO:0000287; GO:0003677; GO:0003899; GO:0006351; GO:0008270,ISS,fig|387092.6.peg.283|NIS_0269
GO:0003677; GO:0003899; GO:0006351; GO:0046983,ISS,fig|387092.6.peg.263|NIS_0249
GO:0003677,ISS,fig|387092.6.peg.865|NIS_0825
GO:0003676; GO:0009007; GO:0032775,ISS,fig|387092.6.peg.1321|NIS_1262
GO:0016616; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.59|NIS_0056
,ISS,fig|387092.6.peg.709|NIS_0672
GO:0016616; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.137|NIS_0128
GO:0004170,ISS,fig|387092.6.peg.1058|NIS_1015
GO:0004160; GO:0009097; GO:0009099; GO:0046872; GO:0051539,ISS,fig|387092.6.peg.135|NIS_0126
GO:0004152; GO:0005737; GO:0005886; GO:0006207; GO:0044205; GO:0055114,ISS,fig|387092.6.peg.741|NIS_0701
GO:0004151; GO:0008270; GO:0019856; GO:0044205,ISS,fig|387092.6.peg.1498|NIS_1427
GO:0004150; GO:0006760,ISS,fig|387092.6.peg.426|NIS_0412
GO:0004148; GO:0005623; GO:0009055; GO:0022900; GO:0045454; GO:0050660,ISS,fig|387092.6.peg.973|NIS_0931
GO:0016746,ISS,fig|387092.6.peg.974|NIS_0932
GO:0004326; GO:0005524; GO:0006761; GO:0008841; GO:0046901,ISS,fig|387092.6.peg.1534|NIS_1462
GO:0016021,ISS,fig|387092.6.peg.916|NIS_0877
GO:0016021,ISS,fig|387092.6.peg.671|NIS_0636
GO:0016021,ISS,fig|387092.6.peg.734|NIS_0694
GO:0016020; GO:0016021,ISS,fig|387092.6.peg.1674|NIS_1598
GO:0016021,ISS,fig|387092.6.peg.1738|NIS_1660
GO:0006355,ISS,fig|387092.6.peg.145|NIS_0136
GO:0006355,ISS,fig|387092.6.peg.722|NIS_0684
GO:0016021,ISS,fig|387092.6.peg.4|NIS_0004
GO:0046872,ISS,fig|387092.6.peg.222|NIS_0209
GO:0016021,ISS,fig|387092.6.peg.907|NIS_0867
GO:0007165; GO:0016021,ISS,fig|387092.6.peg.956|NIS_0915
GO:0000160,ISS,fig|387092.6.peg.1121|NIS_1075
,ISS,fig|387092.6.peg.1260|NIS_1205
GO:0016021,ISS,fig|387092.6.peg.1716|NIS_1639
,ISS,fig|387092.6.peg.161|NIS_0150
GO:0016021,ISS,fig|387092.6.peg.209|NIS_0196
GO:0016021,ISS,fig|387092.6.peg.319|NIS_0305
GO:0005737; GO:0008837; GO:0009089,ISS,fig|387092.6.peg.109|NIS_0102
GO:0008836; GO:0009089; GO:0030170,ISS,fig|387092.6.peg.401|NIS_0387
GO:0008703; GO:0008835; GO:0009231; GO:0046872; GO:0055114,ISS,fig|387092.6.peg.439|NIS_0424
GO:0016787,ISS,fig|387092.6.peg.562|NIS_0530
GO:0004143; GO:0005524; GO:0005886; GO:0006654; GO:0016021; GO:0016310,ISS,fig|387092.6.peg.223|NIS_0210
GO:0005524; GO:0016773; GO:0033785; GO:0033786; GO:0046835; GO:0097171,ISS,fig|387092.6.peg.1519|NIS_1448
GO:0005737; GO:0005975; GO:0016311; GO:0016791; GO:0046872,ISS,fig|387092.6.peg.1521|NIS_1450
GO:0000287; GO:0004141; GO:0005524; GO:0005737; GO:0009102,ISS,fig|387092.6.peg.391|NIS_0378
GO:0004140; GO:0005524; GO:0005737; GO:0015937; GO:0016310,ISS,fig|387092.6.peg.108|NIS_0101
GO:0000166; GO:0006226; GO:0006229; GO:0008829,ISS,fig|387092.6.peg.1723|NIS_1646
GO:0006744; GO:0009060; GO:0009234; GO:0032259; GO:0043333; GO:0102955,ISS,fig|387092.6.peg.440|NIS_0425
GO:0016021,ISS,fig|387092.6.peg.1811|NIS_1730
GO:0016021,ISS,fig|387092.6.peg.103|NIS_0097
GO:0003676; GO:0004386; GO:0005524,ISS,fig|387092.6.peg.1789|NIS_1709
GO:0005975; GO:0019146; GO:0046872; GO:0097367; GO:1901135,ISS,fig|387092.6.peg.68|NIS_0063
GO:0000049; GO:0005737; GO:0019478; GO:0043908; GO:0051499; GO:0106026; GO:0106074,ISS,fig|387092.6.peg.75|NIS_0070
GO:0005524; GO:0005737; GO:0008360; GO:0008716; GO:0009252; GO:0046872; GO:0071555,ISS,fig|387092.6.peg.1149|NIS_1097
GO:0004617; GO:0006564; GO:0051287; GO:0055114,ISS,fig|387092.6.peg.701|NIS_0664
GO:0008324; GO:0016021; GO:0098655,ISS,fig|387092.6.peg.942|NIS_0902
GO:0008324; GO:0016021; GO:0098655,ISS,fig|387092.6.peg.953|NIS_0912
GO:0004177; GO:0005737; GO:0006508; GO:0008235; GO:0030145,ISS,fig|387092.6.peg.744|NIS_0704
GO:0016021; GO:0055114,ISS,fig|387092.6.peg.160|NIS_0149
GO:0005886; GO:0009055; GO:0016021; GO:0019646; GO:0046872; GO:0070069,ISS,fig|387092.6.peg.159|NIS_0148
GO:0005623; GO:0016021; GO:0017004; GO:0045454; GO:0047134; GO:0055114,ISS,fig|387092.6.peg.1168|NIS_1116
GO:0016021; GO:0017004; GO:0055114,ISS,fig|387092.6.peg.84|NIS_0079
GO:0004129; GO:0016021; GO:0022900; GO:1902600,ISS,fig|387092.6.peg.1693|NIS_1616
GO:0005506; GO:0005886; GO:0006119; GO:0006811; GO:0009055; GO:0016021; GO:0020037; GO:0022900; GO:0070469,ISS,fig|387092.6.peg.1692|NIS_1615
GO:0004129; GO:0016021; GO:0020037; GO:0022900; GO:0046872; GO:1902600,ISS,fig|387092.6.peg.1694|NIS_1617
GO:0004129; GO:0009060; GO:0016021; GO:0020037; GO:0022900; GO:0045278; GO:0046872; GO:1902600,ISS,fig|387092.6.peg.1695|NIS_1618
GO:0016021,ISS,fig|387092.6.peg.142|NIS_0133
GO:0005506; GO:0009055; GO:0020037; GO:0022900,ISS,fig|387092.6.peg.1354|NIS_1292
GO:0009055; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.1654|NIS_1579
GO:0004130; GO:0009055; GO:0020037; GO:0022900; GO:0046872; GO:0098869,ISS,fig|387092.6.peg.151|NIS_0141
GO:0004130; GO:0009055; GO:0016020; GO:0020037; GO:0022900; GO:0046872; GO:0098869,ISS,fig|387092.6.peg.579|NIS_0547
GO:0004130; GO:0009055; GO:0020037; GO:0022900; GO:0046872; GO:0098869,ISS,fig|387092.6.peg.1187|NIS_1135
GO:0004130; GO:0009055; GO:0020037; GO:0022900; GO:0046872; GO:0098869,ISS,fig|387092.6.peg.1715|NIS_1638
GO:0009055; GO:0020037; GO:0022900; GO:0046872,ISS,fig|387092.6.peg.610|NIS_0576
GO:0009055; GO:0020037; GO:0022900; GO:0042597; GO:0046872,ISS,fig|387092.6.peg.1902|NIS_1817
GO:0004817; GO:0005524; GO:0005737; GO:0006423; GO:0008270,ISS,fig|387092.6.peg.1153|NIS_1101
GO:0004124; GO:0006535,ISS,fig|387092.6.peg.1541|NIS_1469
GO:0006777; GO:0061799,ISS,fig|387092.6.peg.1778|NIS_1701
GO:0005506; GO:0009234; GO:0016765; GO:0046992; GO:0051539; GO:0055114,ISS,fig|387092.6.peg.1427|NIS_1358
GO:0003883; GO:0005524; GO:0006541; GO:0044210; GO:0046872,ISS,fig|387092.6.peg.167|NIS_0156
GO:0000287; GO:0003676; GO:0006281; GO:0006310; GO:0008821; GO:0090305,ISS,fig|387092.6.peg.1943|NIS_1857
GO:0004109; GO:0005737; GO:0006782; GO:0046872; GO:0051539; GO:0051989; GO:0055114,ISS,fig|387092.6.peg.376|NIS_0364
GO:0005507; GO:0005623; GO:0006878; GO:0009279,ISS,fig|387092.6.peg.536|NIS_0506
GO:0016021,ISS,fig|387092.6.peg.93|NIS_0088
,ISS,fig|387092.6.peg.1673|NIS_1597
,ISS,fig|387092.6.peg.1161|NIS_1109
GO:0016829; GO:0043365; GO:0046872; GO:0051536; GO:0055114,ISS,fig|387092.6.peg.1832|NIS_1749
GO:0016829; GO:0043365; GO:0046872; GO:0051536; GO:0055114,ISS,fig|387092.6.peg.1833|NIS_1750
GO:0008324; GO:0016021; GO:0098655,ISS,fig|387092.6.peg.83|NIS_0078
GO:0005524; GO:0005737; GO:0006779; GO:0008817; GO:0009236,ISS,fig|387092.6.peg.586|NIS_0552
GO:0048037,ISS,fig|387092.6.peg.847|NIS_0807
GO:0003677,ISS,fig|387092.6.peg.1283|NIS_1226
,ISS,fig|387092.6.peg.1284|NIS_1227
GO:0003688; GO:0005524; GO:0005737; GO:0006270; GO:0006275,ISS,fig|387092.6.peg.1|NIS_0001
GO:0004107; GO:0009073; GO:0009423,ISS,fig|387092.6.peg.229|NIS_0216
GO:0004106; GO:0004664; GO:0005737; GO:0009094; GO:0046417,ISS,fig|387092.6.peg.403|NIS_0389
GO:0009234; GO:0016836,ISS,fig|387092.6.peg.1714|NIS_1637
GO:0000156; GO:0000160; GO:0005737; GO:0006482; GO:0006935; GO:0008984; GO:0018277; GO:0050568,ISS,fig|387092.6.peg.287|NIS_0273
GO:0000156; GO:0000160; GO:0005737; GO:0006464; GO:0006935; GO:0008984,ISS,fig|387092.6.peg.902|NIS_0862
GO:0000160,ISS,fig|387092.6.peg.636|NIS_0601
GO:0008757; GO:0032259,ISS,fig|387092.6.peg.289|NIS_0275
GO:0008757; GO:0032259,ISS,fig|387092.6.peg.829|NIS_0788
GO:0008757; GO:0032259,ISS,fig|387092.6.peg.904|NIS_0864
GO:0008757; GO:0032259,ISS,fig|387092.6.peg.959|NIS_0918
GO:0000160; GO:0006935,ISS,fig|387092.6.peg.637|NIS_0602
GO:0005524; GO:0005737; GO:0006457; GO:0051082,ISS,fig|387092.6.peg.996|NIS_0954
GO:0005524; GO:0006457; GO:0051082,ISS,fig|387092.6.peg.1173|NIS_1121
GO:0005524; GO:0005737; GO:0006260; GO:0006457; GO:0008270; GO:0009408; GO:0031072; GO:0051082,ISS,fig|387092.6.peg.1240|NIS_1186
GO:0005524; GO:0006508; GO:0008233,ISS,fig|387092.6.peg.915|NIS_0876
GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0007049; GO:0015031; GO:0051301,ISS,fig|387092.6.peg.175|NIS_0164
GO:0032955,ISS,fig|387092.6.peg.864|NIS_0824
GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258,ISS,fig|387092.6.peg.1077|NIS_1033
